Subject;Author;Date;Time;HTML Article
Liigaan ilmoittautuminen 15.10. mennessä;NKL;2001-10-08;16:16:54;<p>Edelliskauden liiga-joukkueiden ilmoittautuminen liigaan päättyy maanantaina 15.10. klo 12.00. Ilmoittautuminen tapahtuu kirjallisesti yo-kunnan toimiston 'lötteröön'. Ilmoittautumisessa tulee olla mainittuna mm. seuraavat sääntöjen määräämät asiat:<ul><li>Joukkueen kaikkien jäsenten nimet allekirjoituksineen<br><li>Kapteenin ja tuomarin/tuomareiden nimet<br><li>Joukkueen sponsorit<br></ul>Divariin ilmoittautumisista ilmoitetaan tarkemmin kun liigassa ensi kaudella pelaavat joukkueet ovat selvillä.</p>
Kaksinkertainen NKL:n mestari julkaisee ensi kauden kokoonpanonsa;Mika Alitalo;2001-10-10;13:32:06;<p>Suurta huolta ja murhetta kilpailijoiden joukossa ensi kaudella aiheuttavat:</p><p><br></p><p>Vanhat mestarit:<br>Pentti Ollila<br>Pentti Ruottinen<br>Pentti Akkanen<br>Pentti Harmaala<br>Pentti Alitalo<br>Pentti Lintunen</p><p><br></p><p>Uudet nousevat tähdet:</p><p><br></p><p>Pentti Jokimies: Joukkueen pelottava vasuri, jos vaan käsi saadaan kuntoon. Viimeistään kevätkauden pudotuspelien potentiaalinen tähtipelaaja. Legendaarisen KymiBullShitin perustajajäsen. Itse Jokimies kommentoi pelikuntoaan: Hä!</p><p><br></p><p>Pentti Kontio: Gonzo lopetti divarissa rämpimisen ja halusi viimeinkin tulla mestariksi. Koska KCK ns. ryssi varaustilaisuudessa, sai AP*** joukkoonsa todellisen piilevän kyvyn. Ikikemisti oli valmis pitempäänkin pelaajasopimukseen koska valmistuminen ei vielä uhkaa lähivuosina. Omaa rooliaan joukkueessa Pentti kommentoi: Pentti on Pentille Pentti vaikka voissa paistaisi.</p><p><br></p><p>Pentti Westerholm: Aikaisemman 'kylterin perkeleen' poistuessa vahvuudesta, perii Pentti nyt joukkueen ravintoterapeutin paikan. Pelaajana Pentti Westerholm on vielä ns. kyntämätön sarka. Uskomme, että Pentti näyttää todellisen minänsä kevätkaudella, todellisen kyntökauden alkaessa. Joukkueen odotuksista Pentti suostui kommentoimaan vain: Haen vielä omaa paikkaani organisaatiossa mutta uskon, että liittymiseni joukkueeseen luo merkittäviä synergiaetuja.</p><p><br></p><p>Käynnissä olevista sponsorineuvotteluista AP*** tiedottaa sitten kun tiedotettavaa on.</p>
Olvipojat uuteen kauteen;Marko Vuoti;2001-10-10;14:45:46;<p>Olvipojat CXX Ltd. valmistautuu tulevaan kauteen muuttamalla hieman pelaajakokoonpanoaan. Viime kauden rookie-komeetta OLPO hankki riveihinsä niin kokemusta kuin uutta viriiliä voimaakin. Kokemusta edustaa ennen LSD:ssa pelannut Teemu Hiltunen, joka hankittiin vahvistamaan OLPOn jo muutenkin vahvaa selkärankaa. Uutta verta joukkueseen hankittiin Riku Riikosesta ja Samuli Laurikaisesta. Syksyn kovat harjoitukset tulevat selventämään joukkueen heittojärjestyksen.</p><p><br></p><p>Kokonaisuudessaan Olvipojat CXX Ltd:n pelaajat ovat: <br> <br>1. vuoden sopimuksella (kevääseen -02):<BR>Sami Hämäläinen<br>Jukka Karinen</p><p><br></p><p>2. vuoden sopimuksella (kevääseen -03):<BR>Samuli Laurikainen</p><p><br></p><p>1+1 vuoden sopimuksella:<BR>Joonas Grönlund<br>Jari Mälkki<br>Riku Riikonen<br>Teemu Hiltunen<br>Sampo Kokkonen<br>Marko Vuoti</p><p><br></p><p>Olvipojat CXX Ltd:n pääsponsorina jatkaa Olvi Oyj. Muiden sponsorikumppaneiden kanssa neuvottelut olevat vielä kesken ja täten salaisia tässä vaiheessa.</p>
SMS:n joukkue julkistettu;Pekka Riiali;2001-10-12;14:57:37;<p>Salt Mine Slaves on päättänyt uudistaa joukkuetta tulevalle kaudelle, johtuen eräiden pelaajien päättyneistä sopimuksista ja tarpeesta antaa lupaaville junioreille mahdollisuus näyttää taitonsa. Joukkueessa pelaavat:</p><p><br></p><p>Jere Antikainen<br>Kaisa Kauppi<br>Timo Kujala<br>Tomi Lapinlampi        <br>Timo Mustonen          <br>Henrik Paajanen<br>Tuomas Puranen<br>Pekka Riiali<br>Juha Surakka<br>Saku Vaittinen</p><p><br></p><p>Joukkueen sponsorina jatkaa Intellitel Communications Oy.</p><p><br></p><p>Tulevan kauden strategiaa ei joukkueen johto suostu vielä paljastamaan.</p>
ITKK-99:n kokoonpano kaudella 2002;Mikko Kuusio;2001-10-15;12:10:12;<p>Kolmatta kauttaan liigassa aloittava Ikuisesti Taistelevat Komartekin  Komeetat (ITKK-99) jatkaa toimintaansa Komartek oy:n sponsoroimana. Siirtomarkkinoiden käydessä kuumana on ITKK-99 ollut perinteilleen uskollinen ja vaihtuvuus joukkueessa on tällekin kaudelle ollut minimaalista.</p><p><br></p><p>Joukkueen vankkumattomaton runko perustuu edelleenkin joukkueen tulokaskauden mestaruuspelaajiin eli vuoden 1999 Titefukseihin. Viime kauteen verrattuna lopettaneita tai myytyjä pelaajia ei ole yhtään. Sen sijaan joukkueen tarkkasilmäinen kapteeni Mr. Jussi Ahonen iski viime kauden divaripelien aikaan silmänsä hiomattomaan timanttiin eli Janne 'Cerbe' Matikaiseen. Matikaisen esitykset palkittiin kesällä tehdyllä sopimuksella ja siten (veikkaajille tiedoksi) hyvin todennäköisesti tulevan kauden Vuoden Rookie -tittelillä. Joukkueseen palaa vuoden tauon jälkeen mestaruuden voittanut pelaaja, joka ei fanien pettymykseksi ole Raine '100' Koponen, vaan valtion kustantamalta harjoitusleiriltä Vekarajärveltä palannut Lasse 'Basisti' Pesonen.</p><p><br></p><p>Joukkue siis koostuu 9 pelaajasta ja viime kaudelta tutuksi tulleesta seeprasta, joka mahdollistaa pelaajien täysipainoitteisen keskittymisen harjoitteluun (ei tosin määrällisesti LMTVO:n tasolla) ja pelaamiseen (ei tuloksellisesti KCK:n tasolla).</p><p><br></p><p>ITKK-99:n kokoonpano kaudella 2002 on seuraava:</p><p><br></p><p>Jussi Ahonen (kapteeni)<br>Anssi Jääskeläinen (vasuri)<br>Keijo Karjalainen (manageri)<br>Mikko Kuusio (hallitusedusta + tiedottaja)<br>Mikko Kuokka (varakapteeni)<br>Ville Latva (www-vastaava)<br>Janne Matikainen (rookie)<br>Lasse Pesonen (muusikko)<br>Petteri Pesonen (tuomari)<br>Juha Väänänen (känniääliö)</p><p><br></p><p>Kyseinen ryhmä kohtaisi mielellään Aalefin Pentit *salaisuus*:n välierissä, jotta perinteisesti jo tuossa vaiheessa selvitettäisiin kauden tuleva mestari.</p><p><br></p><p>ITKK-99 toivoo faniensa olevan tyytyväisiä kapteenin kokoamaan  joukkueeseen ja joukkue toivoo tällä kaudella näkevänsä entistä hulvattomamman fanilauman kannustamassa suosikkijoukkuettaan.</p>
LMTVO - Luolamiesten Työväenopisto löydetty;Juha Varis;2001-10-16;08:37:43;<p>Arkeologit ovat tehneet suuren löydön Skinnarilan Vapaavaltion luolista.<br> <br>Muinainen Luolamiesten Työväenopisto kaivettiin esiin ja paikalta löytyi myös 8 luolamiestä. Kivitauluista pystyttiin päättelemään Luolamiesten nimet ja saatiin myös selville, että nämä karut alkuihmiset pelasivat kyykkää.</p><p><br></p><p>Kuultuaan Areenalta kyykkien kutsun, nämä ryntäsivät ryhmykarttuineen esiin ja ottelun tuoksinaan. Niinpä LMTVO on jälleen mukana voimainmittelyssä.</p><p><br></p><p>Luolamiehet:<br>Aki Penttinen (herra iso herra)<br>Mikko Peipponen (tuomiovallan edustaja)<br>Jari Nousiainen (päätöksentekijä)<br>Jani Niemeläinen<br>Jukka Härkönen<br>Henri Pöntinen<br>Sami Pyykkö<br>Juha Varis<br> <br>Luolamiehiä sponsoroimaan on lupautunut Microstore.<br> <br>Lauma on hieman muuttunut siitä, kun viimeksi luolamiehiä on nähty tallustavan Skinnarilassa. Uusia ryhmykartun viskojia ovat Pyykkö ja Pöntinen.</p>
Liigan otteluohjelma;NKL;2001-10-23;11:34:00;<p>NKL:n kauden 2002 otteluohjelma on päätetty. Kausi alkaa 13.11. 2001 klo 18.00 ottelulla SMS-KCK.</p><p><br></p><p>Perinteinen NKL Super Weekend cup-otteluineen on joulutauon jälkeen lauantaina 19.1. 2002 jonka jälkeen runkosarja on saavuttanut puolivälin etapin.</p><p><br></p><p>Otteluohjelma löytyy <U>otteluohjelma-sivulta</U><small><sub>vanha linkki</sub></small>.</p>
NKL:n divariin ilmoittautuminen alkaa;NKL;2001-10-23;11:36:06;<p>Ilmoittautumisaika Nationaalin Kyykkä Liigan divariin on alkanut. Ilmoittautumisaika päättyy maanantaina 3.12. klo 15.00. Ilmoittautuminen tapahtuu kirjallisesti LTKY:n toimistossa olevaan lokeroon.</p><p><br></p><p>Ilmoittautumisessa tulee mainita joukkueen nimi ja lyhenne, joukkueen kokoonpano (kapteeni mukaan lukien 6-10 pelaajaa) sekä sähköpostiosoite josta joukkue on tavoitettavissa. Pelikausi alkaa vuoden 2002 puolella. Divariin hyväksyttyjen joukkueiden on suoritettava ennen kauden alkua osallistumismaksu joka on ennen vuoden 2001 loppua suoritettuna 50mk, tämän jälkeen 10 euroa.</p><p><br></p><p>Lisätietoja ilmoittautumisesta: nkl@kyykka.com</p>
Pikakyykkämetallimiehet joukkue kaudelle 2002;Pekka Jäppinen;2001-11-12;16:29:56;<p>PKMM:n  ei ole kokenut suuria muutoksia kesän aikana. Joukkueen akateemisuusastetta on nostettu hankkimalla  edelliskauden pronssijoukkue SMS:n kapteeni DI Jarkko 'Kasper' Sonninen. Lisäksi PKMM:n pitkäaikainen kapteeni hankki muodollisen pätevyyden tehtäviinsä ja valmistui DI:ksi juuri ennen kauden alkua. Joulukuun alussa on myös tarkoitus päivittää TkL Ikonen TkT Ikoseksi. Muutkin pätevyys päivitykset ovat mahdollisia.<br> <br>PKMM joukkue 2001-2002<br> <br>Prof.    Jari Porras<BR>Prof.    Asko Rouvinen<BR>TkL      Jouni Ikonen (TkT Ikonen joulukuusta)<BR>DI       Joni Kämäräinen<BR>DI       Pekka Jäppinen<BR>DI       Jukka Pesonen<BR>DI       Jarkko Sonninen<BR>Teknikko Ilmari Laakkonen<BR>Tekn yo  Petri Heinilä<BR>Tekn yo  Marko Parviainen</p>
Kausi 2002 käyntiin kahdella pelillä.;NKL;2001-11-14;01:31:44;<p>Kausi 2002 notkahti liikkeelle illan otteluilla SMS-KCK ja PKMM-OlPo. Illan ensimmäisessä kamppailussa marssitettiin kentälle litroittain tuoretta verta, kun uusia pelaajia esiteltiin puolin sun toisin.</p><p><br></p><p>Kuparinen meni rikki heti ensimmäisessä ottelussa, kun kauden rookie, SMS:n Saku Vaittinen kiskaisi <i>äärimmäisen</i> komean hauen heti toisella heitollaan.<br>Liigan tuloslaskenta onnittelee.</p><p><br></p><p>Ottelut päättyivät lukemiin<br><u>SMS-KCK</u><small><sub>vanha linkki</sub></small> 79-36 ja <u>PKMM-OlPo</u><small><sub>vanha linkki</sub></small> 52-49.</p>
LSD:n aloituskokoonpano kauden avausotteluun;Riku Kemppainen/LSD;2001-11-14;10:05:38;<p>LSD on kautta 2001-2002 edeltävän harjoitusjakson perusteella valinnut aloituskokoonpanon kauden 2001-2002 avausotteluunsa. Ottelun aloitusnelikko on heittojärjestyksessä:<br><ul><li>Mia Lund<li>Sami Mannelin<li>Samu Uimonen<li>Mikko Drocan</ul>Aloituskokoonpanon valintaa helpotti hieman eräiden pelaajien estyneisyys osallistua otteluun torstaina 15.11. Jatkossa pelaavan kvartetin valinta vaikeutuu, koska jokaiselle heittopaikalle on tarjolla tasavahvoja pelaajia. LSD:n käytäntönä tulee kuitenkin olemaan jokaisen joukkueen jäsenen tasapuolinen peluuttaminen.</p><p><br></p><p>Oikeudet muutoksiin pidätetään.</p>
PKMM-OLPO otteluraportti;Marko Vuoti;2001-11-15;10:06:02;<p>Viileässä alkutalven illassa kohtasivat armaalla kyykkäareenallamme PKMM ja Olvipojat CXX Ltd. Kenttä vaikutti olevan loistavassa kunnossa, muutama sentti lunta liukasti kenttää juuri sopivasti.</p><p><br></p><p>Ensimmäisessä erässä liukas ja yllättävän pomppuinen kenttä aiheutti hieman vaikeuksia Olpon avauspelaajille, niin Hiltunen kuin Hämäläinenkin pompauttivat toiset karttunsa komeasti konasta yli. PKMM esitti vakuuttavaa peliä ja erä päättyikin PKMM:n 10 pisteen johdossa.</p><p><br></p><p>Toiseen erään Olvipojat ryhdistäytyivät ja vastustajan hieman hapuillessa veivätkin erän lukemin 36-23. Näin Olpo otti avausvoittonsa heti kauden alkuun kohtalaisella 52-49 tuloksella.</p>
Otteluraportti: ITKK - LSD;Riku Kemppainen / LSD;2001-11-15;23:14:37;<p>Viime kauden tapaan ITKK-99 ja LSD kohtasivat kauden avausotteluissaan. Olosuhteet olivat täysin erilaiset kuin vuosi sitten, kurakelin sijaan areena oli lumen peitossa ja kenttä erittäin hyvässä kunnossa. Näin lähes pelkän voiman sijasta pisteet tultaisiin jakamaan myös taidon perusteella.</p><p><br></p><p>LSD voitti hutunkeiton ja valitsi aloitusvuoron itselleen. Ensimmäisellä jaksolla kauden rookiet Lund ja Uimonen ilmeiseti hieman jännittivät ammattilaisuran ensimmäisiä heittojaan, mutta jo toisilla kartuilla saivat kyykät kyytiä. Sami Mannelin kolmannella paikalla heitti vuosien liigakokemuksella tasaisen vaihtelevasti ja Drocan nelospaikalta erinomaisen luotettavasti. ITKK-99 otti kuitenkin näyttävillä aloitusheitoillaan sen verran etumatkaa, että erätauolle mentiin ITKK:n johtaessa 24-27.</p><p><br></p><p>ITKK ei ilmeisesti ollut tyytyväinen ensimmäisen jakson esitykseensä ja vaihtoi pelaajia ja heittojärjestystä niin paljon kuin suinkin. LSD:n ainoa muutos oli vaihtaa aloittajaksi Kemppainen. Vaihto tuntui toimivan, eikä ITKK saanut erän alkuun ensimmäisen erän kaltaista etumatkaa. ITKK:n toista erää vaikeutti erityisesti erän alkupuoliskon jälkeinen konan tilanne: viivalla oli tasaisin noin metrin välein pino pystyssä sekä hajakyykkiä pitkin neliötä. Näiden pinojen tuhoamiseen eivät ITKK:n kartut tänään riittäneet, ja LSD kuroi toisessa erässä ITKK:n kolmen pisteen etumatkan kiinni ja hurautti saman tien seitsemällä pisteellä ohi lopputuloksen ollessa 46-39. LSD:n voiton ehdoton tukipylväs oli toisessakin erässä nelospaikalla häärinyt Mikko Drocan, jonka 36 pisteen suoritus nelospaikalta oli aivan suvereeni.</p><p><br></p><p>Voiton arvoa nostaa Sami Mannelinin hinku päästä haukitilaston kärkeen. Päivän prosentti 37,5 on kuitenkin kaukana tilaston kärkituloksesta 75%. LSD:n toive on, ettei Mannelin tavoita tai pääse edes lähelle ko. lukemia. LSD iloitsee myös kahden tänään pelanneen rookien suorituksien johdosta. Valinnat ovat osuneet oikeaan, ja kauden edetessä rookie-pelaajista kasvaa kovia ammattilaisia.</p>
Otteluraportti: AP - LMTVO;Juha Varis/LMTVO;2001-11-16;10:45:46;<p>Ja niinhän siinä kävi, että historia toisti itseään ja Pentit joutuivat nöyrtymään jälleen kauden avausottelussaan Luolamiehiä vastaan. Vaikka Pentit tällä kertaa lähtivät selvästikin paremmin varautuneina otteluun, tuntui karttu vapisevan kädessä silti liikaa.</p><p><br></p><p>Ensimmäinen erä sujui alusta lähtien Luolamiesten hienoisessa johdossa, lähinnä loistavasti aloittajan paikalla pelanneen Mikko Peipposen ansiosta. Viimeistään ankkuripaikalla heittäneen Pentti Akkasen viimeisen heiton yliastuminen mursi pappojen selkärangan ja antoi Luolamiehille selvän 22-15 johdon ensimmäisen erän jälkeen.</p><p><br></p><p>Toiseen erään Luolamiehet päätti jatkaa hyvin toimineella kokoonpanolla ja Penteistä Ollila vaihdettiin Kontioon. Apua ei kuitenkaan tarvittavaa määrää löytynyt ja Luolamiehet vei toisenkin erän selvästi luvuin 25-18 ja koko ottelun 47-33 ja teki ensimmäisen peliviikon parhaan tuloksen.</p><p><br></p><p>Joukkue oli tasaisen varma ja varsinkin Peipposen esitys oli vakuuttava ja jätti varjoonsa lievästi epäonnistuneen Variksen konanhajoittajana. Hifistelypaikoilla pelanneet Pöntinen (rookie) ja Härkönen suoriutuivat myöskin hyvin omista osuuksistaan.</p><p><br></p><p>Seuraavassa ottelussa Luolamiehet kohtaavat aikaisemmin illalla LSD:lle hävinneen ITKK:n. Tavataan areenalla.</p>
Pieni viive 20.11 pelituloksiin;NKL Tuloslaskenta;2001-11-21;01:25:36;<p>Tulokset 20.11 peleistä myöhästyvät hieman johtuen uuden tuomarijärjestelmän käyttöönotosta. Syy ei ole tekninen \;)</p><p><br></p><p>Alkukankeutta on havaittu järjestelmän omaksumisessa, tuloslaskennan päivystys palautti tilanteen pelien 'syöttöä' edeltävälle tasolle ja syöttää tulokset sisään uudelleen kunhan tuomari toimittaa ne saataville.</p><p><br></p><p>Ennen tilanteen palautusta mainittakoon että OlPo:n Marko Vuoti piti hetken hallussaan Liigan epävirallista haukiprosenttiennätystä: <b>312.50%</b></p><p><br></p><p>Tämä yli-inhimillinen suoritus oli tuloksena uskomattomasta 25 hauesta yhdessä erässä. Tuloslaskenta onnittelee.</p><p><br></p><p>Myös ottelun lopputulos 84-112 mitätöitiin kaikessa hiljaisuudessa.</p><p><br></p><p>Järjestelmän ylläpidon mielestä saunaillat voisi kyllä kieltää peli-iltoina (ainakin tuomariston osalta)</p><p><br></p><p>\;)</p>
LSD:n kokoonpano otteluun LSD-AP;Riku Kemppainen/LSD;2001-11-22;15:55:05;<p>Kauden 2001-2002 toisessa ottelussaan LSD peluuttaa tasapuolisuuden nimissä ensimmäisessä ottelussa vilttiketjussa olleita pelaajia. LSD lähtee kampittamaan Penttejä ns. Dalton-kokoonpanolla:<ul><li>Timo 'Averell' Heikka<br><li>Ville 'Jack' Ruotsalainen<br><li>Jussi 'William' Kuikka<br><li>Antti 'Joe' Piirainen.</ul>Kokoonpanon selkeä yllätysveto on manageri Piiraisen mukanaolo. Piiraisen edellinen kausi kului lähes täysin joukkueen hallinnollisissa tehtävissä, mutta nyt Piirainen(kin) on ehtinyt jopa harjoittelemaan.</p><p><br></p><p>Penttiottelun mielenkiintoa lisää se, ettei LSD ole ikinä koskaan milloinkaan vielä onnistunut voittamaan Penttejä liigakentällä. Viime kaudella voitto oli jo likellä, kun joukkueiden ensimmäinen kohtaaminen päättyi tasapeliin. Nyt tilastoihin yritetään päättäväisesti saada merkintä myös voittosarakkeeseen.</p><p><br></p><p>Oikeudet muutoksiin pidätetään.</p>
Otteluraportti: LSD - AP;Riku Kemppainen/LSD;2001-11-23;09:46:46;<p>Tiistai-illan avausottelussa kohtasivat liigan viime kauden ääripäät, TEK-maljasta ryystämään päässeet Pentit ja liigakarsintaan päässyt LSD. Tappiollisen avausottelunsa jälkeen AP oli korvannut aloituskokoonpanossaan Pentti Alitalon ja Pentti Akkasen nuoremmilla Penteillä Harmaala ja Lintunen. LSD voitti avausottelunsa, joten loogista oli pistää edellisen pelin kokoonpano tyystin uusiksi.</p><p><br></p><p>AP pääsi ensimmäisen erän tasaisilla suorituksilla tauolle reippaahkossa 14 pisteen johtoasemassa (30-16). Erityisesti Pentti Harmaalan esitys yllätti luultavasti Harmaalan itsensäkin. LSD teki puoliajalla vaihtoja ja paransi esitystään hieman toiselle jaksolle, mutta myös Penttien petratessa ei voittajasta ollut epäselvyyttä. Ottelu päättyi lukemiin 52-22.</p><p><br></p><p>Penttien voiton avain oli parempi peli vähän niinkuin jokaisella osa-alueella ja heittopaikalla. LSD:n peliesitykset eivät kuitenkaan huoleta joukkuetta (kuten eivät varmaan huoleta muitakaan joukkueita :). Pelaajissa on potentiaalia, ja joukkueen tarvitsee nyt harjoitusten avulla löytää heittoihin sopiva rutiini sekä sumplia heittojärjestykset siten, etteivät kaikki paisko karttuja samaan paikkaan.</p><p><br></p><p>Penttien voiton myötä sarja tasoittui entisestään. LSD putosi piste-erolla taulukon kuudenneksi. Seuraavassa ottelussa LSD kohtaa kauden puhtaalla pelillä aloittaneen OLPOn. Tästä ottelusta hehkutetaan myöhemmin lisää.</p>
LSD kertoo jälleen aloituskokoonpanonsa.;Riku Kemppainen/LSD;2001-11-26;10:12:21;<p>Tiistaina 27.11., heti AP:n poimittua SMS:lta pisteet, nähdään kyykkäareenalla NKL:n moderni klassikko OLPO - LSD. Joukkueiden välille muodostui jo viime kaudella toisiaan hipovista sponsoreista, LSD:n pääsponsorin johtajiston OLPO-kähminnöistä sekä silkasta molemminpuolisesta ärsyttävyydestä johtuen jännitettä, kitkaa sekä perverssi viha-rakkaussuhde, joka sai tänä syksynä aivan uusia piirteitä Teemu Hiltusen siirryttyä LSD:stä OLPOn riveihin.</p><p><br></p><p>OLPO on kaikesta huolimatta aloittanut kauden vahvasti: molemmista otteluista on tullut voitto. LSD nöyrtyi edellisessä ottelussaan AP:tä vastaan kymmenillä pisteillä, ja lähtee OLPOa vastaan haastajan asemassa. Voitto OLPOsta tekisi LSD:n lisäksi koko liigalle pelkkää hyvää. Tämän jalon asian puolesta LSD:n riveissä tulevat ottelun ensimmäisellä jaksolla kamppailemaan<br><ul><br><li>Mia Lund,</li><br><li>Sami Mannelin,</li><br><li>Riku Kemppainen ja</li><br><li>Mikko Drocan.</li><br></ul><br>Jatkuuko OLPOn voittoputki? Alkaako LSD:n ryyppyputki? Onko Sampo Kokkonen jäävi pelaamaan? Pistääkö OLPO Teemu Hiltusen entistä joukkuettaan vastaan? Heittääkö Teemu tahallaan huonosti? Kuinka pian ottelun painopiste siirtyy kyykästä huuteluun? Kaikki tämä selviää tiistaina 27.11. klo 18.30 alkaen kyykkäareenalla.<br> <br>Oikeudet muutoksiin pidätetään.</p>
